reviewer,rating,review_date,review,label,score
Hendi Kurnianto,2.0,2023-08-10 02:49:00,Ternyata memang bener. Harga hotel di Traveloka lebih mahal dari aplikasi sebelah. masuk ke traveloka pengen tau aja apa mmng bener lebih murah? Ternyata jauh lebih mahal ya. nah pegawai Traveloka coba deh cek sendiri.Ntar dikira customer ngadi ngadi.thanks,Negative,0.999609649181366
Anggi_M_ S,1.0,2023-07-04 08:27:00,Sangat sangat kecewa... saya beli tiket sudah bayar dgn cara transfer .. e-tiket tidak dperoleh... sudah masuk hari kedua .. komplain hanya ditanggapi oleh mesin bot.. kecewa dgn pelayanan.. e-tiket tidak diperoleh uang yang sudaj terbayarkan tidak ada kabar apakah bisa dkembalikan atau jadi e-tiket.. kalo gini semua keluarga yg pakai traveloka bakal ku suruh uninstal dan kasih bintang 1,Negative,0.9998812675476074
siska widyaningrum,3.0,2023-08-19 04:02:00,"Kok apk ku setelah update jadi gk bisa digunakan gini ya.... tiap masuk apk mau ngapain aja gk bisa, selalu masalah jaringan katanya... padahal wifi dirumah juga gk ada masalah... buka apk lain juga lancar...",Negative,0.8148230314254761
Jovan Kusuma teja,1.0,2023-05-25 04:19:00,Maaf ni sebelumnya. Kenapa ya paylater saya ngk bisa dibayar. Dan selalu ngebug saat mau pembayaran di paylater saya. Sampe saat paylater saya blum bisa buat dibayar. Soalnya ada tgihan si. Walaupun ngk banyak,Negative,0.6572343707084656
apirman lawolo,1.0,2023-08-05 04:22:00,"Katanya kalau membatalkan tiket pesawat yang sudah di beli uang akan di kembalikan 100% sesuai harga tiket tapi kenapa setelah melakukan refund uang tidak di kembali kan sampai hari ini,, udah nunggu 90 hari tetap tidak ada juga,, nyesel banget!!!",Negative,0.9998536109924316
Abdul Syukur,1.0,2023-07-29 07:13:00,"Traveloka sangat tidak profesional,saya sudah membayar dan melunasi semua tagihan paylater saya tp pihak nya masih tetap menelepon tiap menit dan ini sangat mengganggu ketidaknyamanan saya,apalagi saya sedang bekerja.apakah pihak traveloka tidak mengecek status pembayaran setiap tagihan yg ada..???????",Negative,0.9998646974563599
Jessica Kencana,1.0,2023-08-09 07:31:00,"Aneh bgt kebijakan paylater tvlk ini... Bayar gak pernah telat , level malah di turunin .. cuma Krn katanya pemakaian limit gak sehat... Selama ini saya bayar tepat waktu ya... Klo gak niat ngasih limit dari awal aja .. pas gw bayar angsuran limitnya gak di balikin dong... Wkwkwk kocak lu... Kapok gw pake ini aplikasi lagi...",Negative,0.9998096823692322
Cahaya Ibu,1.0,2023-07-13 04:10:00,"Tiket tidak terbit saat sudah melakukan pembayaran, ketika dimintai refund malah hanya dikasih 10%. Sangat tidak direkomendasikan menggunakan aplikasi ini ! Mending aplikasi sebelah deh. Sangat sangat mengecewakan.",Negative,0.9998879432678223
Faiz Nazza PAPUA,1.0,2023-07-13 22:21:00,"Hati2... Aplikasi Menipu, sering banget beli tiket tiba2 disuruh reschedule kalo gak refund. Sengaja ini dari pihak travelokanya. Pdhal di pihak Maskapainya tidak ada perubahan jadwal. Tapi dari Travelokanya maksa banget suruh ubah2 jadwal atau refund, biar ada biaya tambahan... Gitu amat nipunya. Hati2 yang lainnya..... Saling mengingatkan! Kalo beli tiket di app lain aja jangan di sini. Semoga adminnya diberi hidayah.",Negative,0.9997245669364929
abdi 1993,5.0,2023-06-23 07:33:00,Traveloka menjadi referensi dan aplikasi utama saya dalam merencanakan perjalanan dengan pesawat terbang dan akomodasi. Sangat banyak pilihan dengan harga dan promo yang sangat murah.,Positive,0.9995585083961487
Pupe Nt,5.0,2023-07-10 14:06:00,"Sangat bermanfaat , cocok untuk berpergian dan ridak repot lagi semenjak ada aplikasi ini , kalau boleh ditambah lagi fitur untuk menelepon langsung ke pihak perhotelan",Positive,0.9996503591537476
Rinagiat Bekerja,5.0,2023-05-26 06:44:00,"Pelayanannya sangat memuaskan. Customer fast respon. Wlu kadang byk harga yg jauh dibawah, tp lbh pilih Traveloka. Mau reschedule, cancel dll sangat dibantu sm cs nya. Sll ada solusi tiap kendala. Memuaskan",Positive,0.9996191263198853
Didik Rijadi,5.0,2023-06-14 11:09:00,Sejak dulu saya dan keluarga klo bepergian selalu pesan tiket di Traveloka. Cara pesan mudah dan ada jaminan kembali/refund 100%. Walaupun tidak pernah saya lakukan. Pokok traveloka Ok lah.,Positive,0.9992751479148865
Agus Salim,1.0,2023-06-09 00:28:00,Harga yg tertera tidak sesuai dan makin mahal .ada kode unik dan pelayanan harus di bayar dan untuk mengirim bukti pembayaran harus kita sendiri yg mengetik email dan mengirimnya makin rumit aja .dulu sudah transfer lansung masuk di emaill,Negative,0.9998725652694702
Dickson P Sihombing,5.0,2023-08-12 14:14:00,"Ketika di suatu kota di daerah, saya susah dapat Hotel. Karena di kota event Nasional. Hampir semua Hotel Penuh. Untung ada Traveloka memberikan solusi lokasi hotel yang masih kosong dan sesuai dengan budget saya. Terima kasih Traveloka",Positive,0.9994264841079712
Sofie Andreyeef,5.0,2023-06-25 17:22:00,"jelas, cepat, lugas, mudah pengoprasionalnya dan terpercaya!",Positive,0.9995118379592896
Bunga Batavia,5.0,2023-11-02 06:57:00,"Aplikasinya sangat bagus,dengan traveloka kita dengan mudah mencari tempat wisata yang kita inginkan danjuga tiket,pesawat dengan cepat dan mudah",Positive,0.9997466206550598
Rizal Mantopani,1.0,2023-11-03 05:20:00,Aplikasi sering error ??,Negative,0.9998041987419128
Bang Solikhun,5.0,2023-06-03 03:53:00,memudahkan spa pun yg mengadakan perjalanan... terima kasih atas pelayanannya. smg makin sukses...aamiin,Positive,0.9994196891784668
Desi Kareth,2.0,2023-07-31 08:34:00,Aplikasi ini sangat bagus ketika saat ingin melakukan pebelian tiket,Positive,0.9997557997703552
Rafi' Athalla,5.0,2023-11-13 09:27:00,The best enak banget di pakai memudah kan,Positive,0.9996819496154785
Ibrahim Aji Pane,1.0,2023-10-30 12:23:00,Kenapa akun Traveloka paylater saya dibekukan? Padahal rutine pakai dan on time waktu bayar,Neutral,0.9983822107315063
Altino Nurrohim,5.0,2023-10-27 05:25:00,aplikasi traveloka sangat membantu,Positive,0.999672532081604
Lia Cadek,5.0,2023-07-23 16:27:00,Traveloka segala perjalanan liburan kita menjadi lebih mudah kemana mana,Positive,0.9980517625808716
Hades 88,5.0,2023-11-01 11:55:00,Pokoknya terbantu.. maju terus,Positive,0.9996192455291748
Norman Sasono,1.0,2023-06-21 13:11:00,Bagi saudara dan saudari jangan lagi download apk ini....karena sampe saat nih saya sudah beli e tiket sampai skrg tidak keluar e tiket nya,Neutral,0.9986370205879211
Aldi Mulyawan,5.0,2023-07-30 09:10:00,aplikasi beli tiket pesawat terbaik dan termurah di smartphone ??,Neutral,0.9830958843231201
kapten kapak,1.0,2023-11-02 11:29:00,"Layanan tidak bertanggung jawab, repun ditolak, tiket hangus 90% tidak dikembalikan 10% nya tiga tiket sekaligus hangus semua, tanpa penjelasan apalagi kembalikan 10%",Negative,0.9996248483657837
viqy jay,5.0,2023-11-05 10:14:00,Pasti dn Selalu di mudahkan dgn bnyak pilihan...,Neutral,0.6980584263801575
Sri Putri Inggriyani Nihali,5.0,2023-11-03 07:45:00,Bagus dan nyaman digunakan,Positive,0.9996825456619263
Shafa Zanzabila,5.0,2023-11-13 07:02:00,Aplikasi terbaik untuk traveling,Positive,0.9995458722114563
Alani channel,5.0,2023-07-21 06:50:00,"Sangat berguna,jadi lebih mudah untuk pesan tiket",Positive,0.9993395209312439
Akongriwan09 Riwan,1.0,2023-10-31 13:09:00,Mau daftar lama nunggu kode keamanan nya gmna juga,Neutral,0.99513840675354
Paul Sinaga,5.0,2023-10-20 03:08:00,aplikasi traveling terbaik saat ini,Positive,0.9995645880699158
Sririskia Fitriana,5.0,2023-11-13 00:29:00,Pake traveloka.. Semuanya beres,Positive,0.9898298382759094
Siswanto Sis,5.0,2023-10-10 07:02:00,Sangat membantu di saat saat terdesak,Positive,0.9996015429496765
Nathalie Ardille,2.0,2023-07-05 13:34:00,Kok mau cari tiket kereta solo-semarang kok ga bisa ya... Mohon di bantu/dijelaskan,Negative,0.9973535537719727
Akhmad Ojin,1.0,2023-10-06 04:00:00,"Ni kalo bisa kasih nilai minus, gue kasih double minus. Refound nya ribet. Udah berulang kali pengajuan tetap ga bisa. Tidak rekomended ! Rugi duit, rugi tenaga",Negative,0.9998724460601807
Muhammad Fahmi Nuddin,1.0,2023-07-02 09:11:00,"1. saldo uangku yang tidak bisa di cairkan/ditransfer ke rekening bank. 2. Ketika menggunakan paylater kemudian langsung dibayarkan sebelum melakukan refund dana, kemana dana refund tersebut? Karena paylater pun sudah tidak ada tagihan. Tolong ditindaklanjuti lebih cepat jangan sampai pelanggan pergi satu per satu ??",Neutral,0.9363718628883362
anastasya padang,1.0,2023-07-01 10:34:00,Bagaiamana mw bayar tagihan kalau buka traveloka pay later dsuruh daftar... Tp di sms ditagih angsurannya.. Trus bagaiamaa mw bayarnya.. Ampun,Negative,0.9996678829193115
andhika tan,1.0,2023-07-14 19:57:00,saya merasa kecewa untuk aplikasi ini sudah saya beli dan menyelesaikan pembayaran dan sudah mengirim buktinya berkali2 sampai waktuny di tentukan habis saya juga belum mendapatkan etiket apakah saya harus melakukan pembayaran ganda? cs juga tidak ada klafikasi untuk ini apakah saya bayar dan harus bayar lagi??? apakah kalian main main dengan dana ini ?,Negative,0.9998784065246582
Irvan Langgeng,5.0,2023-11-07 08:24:00,Aplikasi ini sangat bagus dan membantu,Positive,0.9997541308403015
Wisnu Wardhana,2.0,2023-07-01 03:22:00,"Kalau memang tiket kereta sudah habis lebih baik ditiadakan sekalian, dari pada jadi rebutan dan pas balik Karna seat tidak ada muncul lagi",Negative,0.9985122084617615
Alvin saputra,5.0,2023-11-14 12:53:00,Aplikasi ini sangat bagus dan membantu,Positive,0.9997541308403015
Irfan Syaeful,5.0,2023-10-22 11:19:00,Aplikasi yg memudahkan dalam perjalanan,Positive,0.9996702671051025
Larissa Rahmawati412,5.0,2023-11-17 04:34:00,Aplikasi ini sangat bagus dan membantu,Positive,0.9997541308403015
Darwin Darwin,2.0,2023-08-31 14:57:00,Kenapa ini nama belakang tidak ada sudah di centang tapi masih ngotot wajib di isi,Neutral,0.9870312809944153
William Theyer,1.0,2023-10-22 03:06:00,Mau telepon cs aja gk bisa harus by email... Padahal mau refaund jadwal saya di ganti oleh pihak maskapai,Neutral,0.9200547337532043
Dina Febriani,3.0,2023-10-06 16:26:00,Baru baru ini setiap saya masuk ngecek harga hotel selalu keluarr dari aplikasinya,Neutral,0.998475968837738
Anggie Noell,2.0,2023-06-01 20:40:00,Setiap pesan 2 pesanan slalu yg 1 nya e tiket tertunda. Tolong di perbaiki,Neutral,0.9995176792144775
Ahmad Lukman sholawat,5.0,2023-10-31 09:39:00,Fiturnya sangat lengkap dan saya puas,Positive,0.9997528195381165
Marta Nainggolan,5.0,2023-07-06 14:18:00,"Saya selalu pakai traveloka, aplikasi yg sangat membantu . Trimakasih",Positive,0.999543309211731
Handri Vicis,5.0,2023-09-03 00:09:00,luarbiasa sekali sangat membantu,Positive,0.9990942478179932
Pengguna Google,1.0,2023-07-01 13:41:00,"Mohon maaf saya beri bintang 1 karena di tampilan saya tdk bisa melihat tiket pesawat jadi saya tdk bisa beli tiket pesawat, yg muncul hanya cara cicilan bayar.",Neutral,0.9996808767318726
Maria Santi,5.0,2023-11-09 08:31:00,sangat membantu jd tidak repot harus keloket membeli tiket KAI,Positive,0.9994890689849854
mama ardan,5.0,2023-11-08 03:10:00,sering sering promo ya,Positive,0.7956668138504028
Dedhy 88 Galery,1.0,2023-02-14 20:29:00,Sebelumnya check in on line mudah skrg kenapa tambah susah lewat aplikasi. Kalau di upgrade itu semakin mempermudah bukan semakin mempersulit. Kami menggunakan aplikasi anda Krn mudah penggunaannya tp kalau spt ini mungkin akan banyak yg uninstall aplikasi ini dan pindah ke aplikasi yg memudahkan penggunanya,Positive,0.9987249970436096
epunk 89,5.0,2023-06-23 07:34:00,Mempermudah untuk traveling...???,Positive,0.8910205960273743
Saleh Suhendar,5.0,2023-10-21 18:04:00,"Alhamdulillah aplikasi ini bisa membantu buat saya,divabel netra",Positive,0.9995412826538086
Muhammad Wahyu,5.0,2023-11-03 10:29:00,Semoga makin sukses untuk ke depan yh Traveloka ??,Positive,0.9966223239898682
aditya alfiansyah,5.0,2023-10-21 04:34:00,Aplikasi sangat berguna untuk orang yg suka healing ??,Positive,0.9996170997619629
Asria Tinur,5.0,2023-10-31 04:54:00,"Aplikasi terbaik dan termudah, mau jalan2 kemana aja tinggal klik .. mudah digunakan dan pastinya banyak promonya .. yukk buruan download",Neutral,0.9979836940765381
Yudha Bagus,5.0,2023-06-13 04:18:00,mudah pembayarannya dan pemesanan nya,Positive,0.883967936038971
Murasadi Gayo,5.0,2023-07-05 12:15:00,sangat simple/mudah dan hemat waktu,Positive,0.9996899366378784
triesna rukmanto,5.0,2023-10-31 05:27:00,aplikasi yg memudahkan buat traveling ??,Positive,0.5296077132225037
susanto Lionhart,2.0,2023-07-22 00:32:00,Notifikasi harga melalui email selalu berbeda dari harga sebenarnya .,Neutral,0.9992901086807251
Andi Subianto,5.0,2023-11-17 06:41:00,"semoga menjadi patner dalam transportasi saya luar kota,siiip",Neutral,0.9996316432952881
Aniyta Susilawhatiy,5.0,2023-10-26 03:36:00,Sangat membantu pekerjaan,Positive,0.9995896220207214
abdur rohman (mas rohman),5.0,2023-09-06 12:38:00,Sangat membantu untuk bepergian,Positive,0.9994457364082336
Mega Asra,1.0,2023-11-03 11:11:00,"Pembarayan ribet, saldo di dlm apk, entah kemana",Negative,0.9966680407524109
Arman Amirullah,5.0,2023-08-02 23:10:00,"respon cepat dan pelayanan memuaskan, sdh langganan dari dulu..",Positive,0.9991587400436401
Lidia Nainggolan,1.0,2023-11-13 05:12:00,"Jumat kemaren sy kena tipu krn susah input data di traveloka, penerbangan dr sby-KNO minta no pasport smtr satu negara....kami coba cari no cs traveloka ternyata penipuan... Sy betul betul kecewa dg traveloka krn dlm negeri minta no pasport",Negative,0.9998725652694702
Kezia Selo Mitha,5.0,2023-11-03 09:12:00,"aplikasi kasih bagus, di banding yg lain paling suka sama ini soalnya fitur fitur nya mudah di pahami dan pelayanannya sangat bagus",Positive,0.9997367262840271
ety nurlaila,5.0,2023-06-28 10:45:00,sangat memudahkan kami mencari penginapan yang berkualitas,Positive,0.9995651841163635
Zulfi Nurrohman,5.0,2023-11-12 10:46:00,Aplikasi sangat bsrguna dan bermanfaat,Positive,0.9997318387031555
Wanto Oet,1.0,2023-09-07 23:54:00,"Refund yang sulit, dan lama.",Negative,0.9997962117195129
Kocak Gaming,5.0,2023-11-12 11:25:00,Traveloka aplikasi ini sangat baikk untukk di gunakan dan sangat mempermudah saya untuk berpergian keluar daerah intinya aplikasi ini sangat amat membantu,Positive,0.9996459484100342
Johan Syachputra,5.0,2023-06-15 03:39:00,bagus tambahkan beberapa promo agar lebih menarik,Positive,0.9958280920982361
Basiruddin Official,1.0,2023-06-07 04:01:00,"Lalu bagaimana dengan pesanan tiket pesawat saya, yang saya sudah bayar tapi tiket tidak ada. Apakah ini pelayanan terbaik Baik traveloka. Terimakasih traveloka semoga sukses menipu orang berikutnya.",Negative,0.9988821148872375
Rashif Ghani Mohtar,1.0,2023-07-14 14:11:00,"Customer service hanya mengulang ulang pertanyaan, tidak memberikan solusi yang actual",Negative,0.9948877692222595
Suwaji Aji,5.0,2023-10-21 05:41:00,"Aplikasi nya bagus, untuk memesan tiket keret,pesawat, dan hotel jadi mudah, liburan jadi ga ribet makasih Traveloka",Positive,0.9997445940971375
Ambar Gunawan,5.0,2023-05-25 01:12:00,"Pelayanan di Traveloka the best banget pokoknya. Mantap betul. Kemaren pernah transaksi dan salah nominal transfer, dan itu di cepet banget di tanggapin sama mereka ?? recommended pokoknya ??",Positive,0.9994875192642212
Alauddin Torki,5.0,2023-05-28 09:02:00,"pesanan tiket sangat membantu, sukses selalu utk traveloka",Positive,0.9995059967041016
Suker Piliang,1.0,2023-09-06 15:50:00,Mungkin karena terlena dengan nama besar. Pelayan situs ini sudah parah. Tidak bisa mengakomodir penumpang yang salah ketik nama yg cuma satu huruf vokal. Sehingga. Kami diharuskan membeli ulang tiket untuk penerbangan yg sama. Cobalah untuk manusiawi. Tidak semua orang bisa membuang2 uang. Masyarakat indonesia belum makmur semua,Negative,0.9998453855514526
Maulana Hasanudin,5.0,2023-09-19 08:12:00,"traveloka sangat mempermudah semua keperluan pribdi saya, namun kenapa ya tidak bs di pakai di menu bayar saat trx paki qris ? mohon diberi penjelazan ya . sukses selalu traveloka????",Positive,0.9990574717521667
Caca Leony,5.0,2023-10-23 08:49:00,"Banyak diskon ,cepat",Positive,0.9971832633018494
dieta pribadi,5.0,2023-10-24 03:30:00,Aplikasi sangat membantu perjalanann,Positive,0.9994150400161743
Diah Sofwan,5.0,2023-11-04 11:28:00,Traveloka adalah solusi terbaik untuk kita yang sedang mencari destinasi. Semuanya lengkap. Is better pokoknya.,Positive,0.9997265934944153
Ester Rahaju,5.0,2023-07-14 13:19:00,"proses booking mudah, cepat dan lancar",Positive,0.999346911907196
Raden Siti Jubaedah,5.0,2023-06-05 06:05:00,Traveloka sangat membantu dan mudah transaksi dimana saja,Positive,0.9996786117553711
Richard Richard,5.0,2023-06-15 00:13:00,"luar biasa sangat Membantu dalam Pemesanan Hotel, Terimakasih Traveloka",Positive,0.9993202686309814
Kurain Aji,5.0,2023-05-22 23:50:00,lumayan lah ini aplikasi. aku booking hotel tapi salah pilih tanggal karena pilihnya pas dimobil jadi kurang teliti dan keterangannya not refundable tapi dibantu sama pihak hotel dan traveloka akhirnya bisa refund 100%. pelayanan CSnya lumayan walaupun agak dioper2 keluhannya. not bad lah ini aplikasi,Negative,0.5969197154045105
Nia Pricillia,5.0,2023-10-24 10:25:00,"Mantul, sangat membantu aplikasinya",Positive,0.9994251728057861
Thomas Aprianto,4.0,2023-08-02 01:05:00,cepet bener mengubah harga...kadang orang lg mikir..eh dah berubah aja harganya,Negative,0.9996023774147034
Rinandi Silva Gian,5.0,2023-07-26 13:17:00,Pelayanan keluhan sangat baik walaupun agak lama tetapi bisa terselesaikan.,Positive,0.9132083654403687
st khlilh,5.0,2023-11-03 11:25:00,bagus sangat apknya,Positive,0.9994786381721497
Riskadwi M,5.0,2023-10-21 06:01:00,Sangat membantu dan memuaskan,Positive,0.99962317943573
Muhammad Ichwal Basalamah,4.0,2023-08-24 07:39:00,Coba terlebih dahulu aplikasinya jika bagus dan tidak bug saya kasih bintang 5 deh????,Neutral,0.9989396929740906
Yermhyta Dpdi,5.0,2023-10-19 12:32:00,Semoga Traveloka ini dapat bermanfaat bagi banyak orang,Positive,0.999136745929718
Ayumika Dewi,5.0,2023-11-02 10:49:00,"Saya sudah menggunakan Traveloka dari zaman kuliah sampe sekarang,emang bagus banget sih,bisa dapet tiket pesawat murah, apalagi saya suka jalan2 orgnya,hehe",Positive,0.9997603297233582
Dedi Putra,4.0,2023-10-14 13:09:00,kenapa sekarang ga bisa pesen tiket pesawat..??,Negative,0.9988787770271301
Indri Wulandari,1.0,2023-06-14 09:24:00,Mohon maaf. Saya turunin jadi bintang satu karena paylater nya gak di setujui dengan alasan data tidak sesuai dll. Padahal data saya sudah benar. Saya uninstall. Tolong hapus semua data saya ya.,Neutral,0.8789024353027344
Rahmat Doni,5.0,2023-11-14 08:46:00,Aplikasi untuk pergi hiking terbaik,Positive,0.9995531439781189
Guntara,1.0,2023-09-29 02:09:00,"Gila kapok deh pake paylater nya pdhal ga pernah telat sekalipun, jatuh Tempo tgl 2 tgl 29 udh di telponin kaya orang telat dan dsruh bayar sebelum waktunya kapok2",Negative,0.9998611211776733
Anwar Algadogi,1.0,2023-10-03 05:10:00,Ini gmna ceritanya sih sudah di update malah GK bisa kbuka Cuma2 ajj sya update buang2 data,Negative,0.9998151659965515
ADRIAN,5.0,2023-11-16 09:51:00,Aslinya keliling kemana aja tetap menyenangkan dengan TRAVELOKA...,Positive,0.9990391731262207
Ayu Safira,5.0,2023-10-26 09:56:00,recomended untuk pesan tiket pesawat dll,Neutral,0.9937394857406616
Eko Putra,5.0,2023-07-14 11:43:00,transaksi cepat dan mudah serta banyak pilihan,Positive,0.9934622049331665
Ditya Pratama,1.0,2023-07-02 21:13:00,Lama lama jelek bgt aplikasi ini. Kmrn beli tiket pesawat pke aplikasi ini tulisannya blm ada pesanan aktif.skrg mau pesen tiket lagi terdapat masalah koneksi??ga recomended lama lama aplikasi ini??,Negative,0.9998449087142944
4lone1212 71,2.0,2023-08-28 11:53:00,"Kasi 2 bintang?? aja dlu, karena tiba tiba Paylatter sy di non aktifkan tanpa ada pemberitahuan, pdhl gak pernah nongak,",Negative,0.9993522763252258
Ema Mira,5.0,2023-07-10 14:06:00,aplikasi nya bagus mudah dapetin tiket yang dicari,Positive,0.9997714161872864
Jokowi Dodo,5.0,2023-11-15 03:45:00,"Aplikasinya bagus ,fiturnya juga lengkap bagi yang mau pesen Hotel atau pesawat.Udah pernah pesen tiket mau ke Sumatra Utara, Tahun depan pulkam semoga banyak promonya",Positive,0.9997125267982483
Alif Aidil,5.0,2023-07-12 12:26:00,"Traveloka terbaik, murah & praktis????",Positive,0.9995236396789551
Alfre Do,3.0,2023-10-20 23:51:00,"Susah daptar pay letter nya, masukan alamat 20-90 karakter, udah di masukan ditail pakai google juga tetap gak bisa, Dan kalo boleh tau kenapa harganya selisih ya sama aplikasi sebelah ??",Negative,0.9996474981307983
Nadiaa Mugiwara,5.0,2023-11-17 11:34:00,Aplikasinya bagus bermanfaat banget,Positive,0.9997640252113342
Marshanda Wongkar,5.0,2023-11-17 04:26:00,Aplikasi terbaik untuk pesan tiket,Positive,0.9995361566543579
saban alianto,5.0,2023-11-17 04:32:00,Keren dan sangat membantu,Positive,0.9996227025985718
Mas Al Rasyid,1.0,2023-11-17 07:27:00,Sangat Tidak Membantu Solusi,Negative,0.9998551607131958
Arga Wiratama erlambang,5.0,2023-11-17 11:03:00,aplikasi nyaa baguss banget,Positive,0.9997664093971252
sri heryanti,5.0,2023-11-17 04:11:00,Sangat bagus aplikasi ini,Positive,0.9997044205665588
Zenvero 11,5.0,2023-11-16 10:17:00,aplikasi yang sangat membantu,Positive,0.9996438026428223
Uliez Keona,5.0,2023-07-10 14:40:00,Sangat terbantu untuk perjalanan dan liburan..,Positive,0.9997318387031555
Holil Maulana,1.0,2023-11-15 05:02:00,bikin virtual numbernya susah amat,Negative,0.9994702935218811
Mamang Hayuk,5.0,2023-11-16 11:42:00,Memang menarik buat ini may,Positive,0.9986109733581543
Nana Derry supriyatna,5.0,2023-11-17 09:48:00,Sangat bagus dan keren,Positive,0.9997373223304749
Dora Abima,5.0,2023-11-16 07:50:00,Aplikasi nya sangat membantu,Positive,0.9996545314788818
Aisyah Fauziyah,5.0,2023-11-16 00:17:00,semoga makin sukses traveloka,Positive,0.9996316432952881
Andika Setiawan,5.0,2023-11-17 04:31:00,bagus aplikasinya,Positive,0.9996860027313232
Doy Kaka,1.0,2023-07-19 16:08:00,Parah traveloka.. Untuk mengajukan refund harus menunggu 14 hari kerja. Tiba sudah 14 hari kerja pun dana refund tidak masuk juga ke akun rek. Seharusnya konsisten dong.. Aplikasi parah. Kacau aplikasi traveloka.,Negative,0.9998750686645508
Dimas Erlangga,5.0,2023-11-17 11:30:00,aplikasinya bagus,Positive,0.9997771382331848
Laila Tunnazmi,1.0,2023-10-01 10:04:00,"Traveloka ini penipuan,uang saya blum d kembalikan,",Negative,0.9992865920066833
Budi Prasetyo,1.0,2023-11-05 21:34:00,"iklan ini sangat mengganggu, karna muncul tiba - tiba di setiap aplikasi, tolong untuk di perbaiki. ??",Negative,0.9998811483383179
Pip Uhuy,5.0,2023-06-29 23:31:00,tetap tercepat dan termudah,Positive,0.9993717074394226
Ayy Itikk,5.0,2023-11-16 11:51:00,Apkkk nya berjalan dengan baikk,Positive,0.9981319308280945
Siti Nurjanah,5.0,2023-11-16 05:12:00,"Berkat aplikasi ini .saya bisa mudah memesan hotel,pesawat dan lain nya. Liburan jadi gampang",Neutral,0.9184901118278503
Satya Negara,1.0,2023-09-08 17:15:00,aplikasinya terlalu lemot,Negative,0.9998599290847778
goliong koko,5.0,2023-10-20 11:07:00,Bagus banget traveloka,Positive,0.999669075012207
Tolip Catur Cahyono,5.0,2023-08-02 16:29:00,Pakai traveloka cepat dan nyaman,Positive,0.9997310042381287
Windy Halim,5.0,2023-07-11 09:53:00,dengan sekali klik saja semua mudah dan cepat.,Neutral,0.9977502226829529
Rizkon Halalan,5.0,2023-06-19 00:02:00,simple bgt sekarang berkat traveloka. sukses y,Positive,0.9992910623550415
jden jden,5.0,2023-07-18 01:16:00,"Saran untuk Traveloka jangan ada kerja sama deh dengan uangku masa uang saya yang awalnya niat untuk beli tiket pesawat eh malah hilang uangnya sampai ketinggalan pesawat loh gara² uangku ini ni jumlah yang saya transfer memang tidak terlalu besar bagi perusahaan tapi bagi kami orang kecil uang segitu berharga ""saya transfer Petunjuk Transfer MANDIRI untuk Isi Ulang Saldo UANGKU - IDR 670.675"" Pas saya transfer di mbangking statusnya sudh terkirim tapi pas di liat di saldo ""uangku malah tidak ad",Negative,0.9914843440055847
IRSYAD CHALID,5.0,2023-09-09 14:09:00,sangat simple dan membantu sekali,Positive,0.99955815076828
Kusuma Wardhana,5.0,2023-07-13 08:06:00,"diantara semua aplikasi, traveloka tetap yang terbaik",Positive,0.999610960483551
Raihan Satria Hanif,5.0,2023-10-20 11:38:00,Traveloka sangat membantu sekali untuk membooking hotel dll,Positive,0.999424934387207
SAHDI LOTARA,5.0,2023-07-10 11:14:00,"Benar terbantu atas adanya aplikasi ini, mudah cepat dan aman",Positive,0.999629020690918
Mutmainah Nerine,5.0,2023-08-10 10:07:00,"sangat baik dan membntu perjalanan kerja saya,semoga bertambah baik dan sukses selalu",Positive,0.9993313550949097
Jurmiah,5.0,2023-06-20 06:26:00,Sangat membantu untuk pesan tiket pesawat. Terima kasih traveloka ??????,Positive,0.9991891980171204
Indah Ponsel,5.0,2023-11-15 04:41:00,Aplikasinya bagus dan sangat berguna,Positive,0.9997687935829163
Piscess ces,5.0,2023-11-07 11:31:00,traveloka sangat membantu,Positive,0.999636173248291
Reski Geto,5.0,2023-09-28 04:38:00,Alhamdulillah pesan tiket Traveloka aja,Positive,0.999586284160614
Nevi Ahmad,5.0,2023-08-16 17:30:00,"tempatnya nyaman, pelayanan bagus. sudah langganan disini. pokonya suka banget",Positive,0.9997603297233582
pha eppha,5.0,2023-11-09 07:25:00,Aplikasi ini memudahkan saya dan keluarga saya ketika ingin berlibur kemana saja... dari hotel sampai transportasi pun tersedia... dan gak bingung lagi buat tlp hotel buat booking...,Positive,0.9994818568229675
LikeHendrie,4.0,2023-07-26 04:41:00,Aplikasi traveling yang saya percaya sampai dengan saat ini. mantap !,Positive,0.9997120499610901
RAI DAYOH,5.0,2023-07-12 01:08:00,Pelayanan dan harga lebih ekonomis serta program2 yang cukup bagus,Positive,0.9996392726898193
hajaraswad LHW,5.0,2023-07-16 05:26:00,Terimakasih layanan terbaik dari traveloka,Positive,0.9993098974227905
rina rolita,5.0,2023-11-08 03:44:00,Traveloka Sangat membantu,Positive,0.999636173248291
Nani Riyanti,5.0,2023-10-26 13:03:00,Saya sangat di mudah kan dengan adanya Traveloka,Positive,0.9997046589851379
Arya Zura,5.0,2023-11-13 12:03:00,Sangat berguna bagi saya yang suka berpergian,Positive,0.9996814727783203
Achmad Bilahmar,5.0,2023-11-12 12:21:00,Sangat berguna kepada pelancong.,Positive,0.9995135068893433
Khoirunnisa Sarah,5.0,2023-11-03 11:20:00,aplikasi terbaik untuk pesan tiket??,Positive,0.9963991641998291
