CustomerID,Age,Occupation,Gender,MaritalStatus,NumberOfTrips,Passport,OwnCar,Designation,MonthlyIncome
200956,56.0,Salaried,Male,Single,7.0,0,1,VP,34717.0
200957,,Salaried,Male,Married,1.0,0,1,Executive,18544.0
200958,34.0,Salaried,Male,Married,1.0,0,1,Senior Manager,23500.0
200959,40.0,Salaried,Male,Single,2.0,0,1,Manager,19661.0
200960,,Small Business,Female,Married,1.0,0,0,Manager,
200961,35.0,Salaried,Male,Single,2.0,1,1,Manager,
200962,51.0,Salaried,Male,Married,2.0,1,1,AVP,29026.0
200963,38.0,Salaried,Female,Married,4.0,0,0,Manager,21893.0
200964,34.0,Small Business,Female,Single,2.0,0,1,Manager,21125.0
200965,,Small Business,Male,Divorced,4.0,0,1,Executive,18669.0
200966,58.0,Small Business,Female,Divorced,1.0,1,1,Senior Manager,25008.0
200967,40.0,Salaried,Male,Divorced,4.0,0,1,Executive,17387.0
200968,36.0,Small Business,Female,Divorced,3.0,0,1,Manager,19639.0
200969,48.0,Salaried,Male,Unmarried,2.0,0,1,Senior Manager,22898.0
200970,27.0,Small Business,Female,Divorced,1.0,0,1,Executive,17534.0
200971,51.0,Large Business,Fe Male,Unmarried,4.0,0,0,AVP,28142.0
200972,18.0,Salaried,Female,Single,2.0,0,1,Executive,16611.0
200973,35.0,Small Business,Female,Divorced,1.0,0,1,Manager,20363.0
200974,27.0,Salaried,Male,Single,4.0,0,1,Manager,20071.0
200975,55.0,Small Business,Male,Single,7.0,1,1,AVP,28695.0
200976,56.0,Salaried,Male,Divorced,5.0,1,1,AVP,28402.0
200977,34.0,Large Business,Female,Married,2.0,0,1,Executive,17029.0
200978,40.0,Small Business,Female,Married,6.0,0,1,Manager,21377.0
200979,34.0,Small Business,Male,Divorced,5.0,0,0,Manager,20429.0
200980,31.0,Salaried,Female,Single,1.0,0,0,Executive,17785.0
200981,35.0,Small Business,Female,Divorced,1.0,1,1,Manager,19614.0
200982,38.0,Salaried,Male,Married,2.0,0,0,Executive,17610.0
200983,34.0,Large Business,Female,Unmarried,2.0,0,1,Manager,21687.0
200984,28.0,Salaried,Male,Divorced,2.0,0,1,Manager,19724.0
200985,31.0,Small Business,Male,Divorced,2.0,1,1,Manager,21179.0
200986,39.0,Salaried,Male,Divorced,4.0,1,0,Manager,21120.0
200987,51.0,Small Business,Male,Divorced,3.0,0,0,Senior Manager,25596.0
200988,41.0,Salaried,Female,Married,4.0,1,0,Manager,20467.0
200989,37.0,Salaried,Male,Divorced,1.0,1,1,Executive,17996.0
200990,33.0,Salaried,Male,Divorced,7.0,0,1,Manager,24998.0
200991,,Small Business,Male,Divorced,1.0,1,0,Manager,
200992,39.0,Salaried,Male,Divorced,4.0,0,0,Senior Manager,25920.0
200993,25.0,Salaried,Male,Divorced,3.0,0,0,Manager,21232.0
200994,52.0,Small Business,Female,Divorced,3.0,1,0,AVP,28247.0
200995,,Small Business,Female,Single,2.0,1,1,Manager,
200996,27.0,Small Business,Female,Divorced,2.0,1,1,Manager,20769.0
200997,27.0,Salaried,Female,Single,2.0,1,1,Executive,17394.0
200998,,Small Business,Male,Single,1.0,0,0,Executive,
200999,42.0,Salaried,Female,Divorced,1.0,0,0,AVP,31799.0
201000,52.0,Salaried,Female,Divorced,1.0,0,1,Executive,17950.0
201001,,Small Business,Female,Single,5.0,0,0,Executive,18629.0
201002,35.0,Salaried,Male,Unmarried,3.0,0,0,Senior Manager,24362.0
201003,25.0,Large Business,Male,Divorced,5.0,0,1,Executive,18229.0
201004,,Salaried,Male,Single,1.0,0,1,Executive,18578.0
201005,29.0,Salaried,Male,Unmarried,2.0,0,0,Senior Manager,22988.0
201006,49.0,Salaried,Male,Single,4.0,0,0,Manager,
201007,29.0,Salaried,Female,Unmarried,1.0,1,1,Senior Manager,22553.0
201008,54.0,Small Business,Female,Single,7.0,0,1,AVP,32328.0
201009,58.0,Small Business,Female,Divorced,4.0,1,1,VP,34701.0
201010,55.0,Small Business,Male,Married,3.0,0,1,AVP,29732.0
201011,36.0,Small Business,Fe Male,Unmarried,4.0,1,0,Manager,24278.0
201012,31.0,Salaried,Female,Single,2.0,0,1,Executive,16359.0
201013,30.0,Small Business,Female,Married,1.0,0,1,Manager,19779.0
201014,31.0,Salaried,Female,Single,4.0,0,1,AVP,31422.0
201015,34.0,Salaried,Male,Married,6.0,0,1,Executive,17996.0
201016,31.0,Salaried,Female,Single,2.0,0,0,Executive,16261.0
201017,27.0,Salaried,Male,Divorced,1.0,0,1,Executive,17099.0
201018,36.0,Salaried,Male,Single,2.0,0,1,Manager,20810.0
201019,36.0,Small Business,Female,Divorced,5.0,0,1,Manager,20647.0
201020,,Large Business,Male,Divorced,1.0,0,1,Executive,18420.0
201021,25.0,Salaried,Male,Divorced,4.0,0,1,Executive,
201022,,Large Business,Male,Single,1.0,0,1,Executive,18500.0
201023,56.0,Salaried,Female,Divorced,3.0,0,1,Executive,17066.0
201024,47.0,Small Business,Female,Divorced,4.0,0,1,AVP,32169.0
201025,,Small Business,Female,Divorced,2.0,1,1,Manager,
201026,32.0,Small Business,Male,Divorced,5.0,0,1,Manager,24204.0
201027,34.0,Salaried,Female,Divorced,6.0,0,1,Executive,18294.0
201028,41.0,Small Business,Male,Divorced,3.0,1,1,Executive,17127.0
201029,,Salaried,Male,Married,4.0,0,1,Manager,
201030,31.0,Salaried,Male,Married,2.0,0,1,Senior Manager,25793.0
201031,46.0,Small Business,Male,Married,5.0,0,0,Senior Manager,25096.0
201032,,Salaried,Female,Single,3.0,1,0,Executive,18646.0
201033,31.0,Salaried,Female,Unmarried,2.0,0,1,Senior Manager,22446.0
201034,45.0,Small Business,Male,Married,3.0,1,0,Senior Manager,25851.0
201035,31.0,Small Business,Female,Single,1.0,0,0,Executive,17109.0
201036,,Salaried,Male,Divorced,7.0,1,1,Executive,
201037,45.0,Large Business,Male,Divorced,5.0,1,1,Senior Manager,24380.0
201038,48.0,Small Business,Male,Married,5.0,0,1,Manager,20486.0
201039,34.0,Large Business,Female,Divorced,2.0,0,1,Executive,17742.0
201040,40.0,Small Business,Male,Married,3.0,0,1,Senior Manager,28757.0
201041,28.0,Small Business,Male,Unmarried,1.0,0,1,Manager,23463.0
201042,44.0,Salaried,Male,Single,4.0,0,0,Executive,18162.0
201043,53.0,Small Business,Male,Single,5.0,0,1,AVP,31598.0
201044,49.0,Large Business,Male,Divorced,3.0,0,0,Manager,21651.0
201045,40.0,Small Business,Male,Married,3.0,0,0,Executive,17345.0
201046,,Salaried,Male,Single,2.0,0,1,Executive,18420.0
201047,33.0,Small Business,Male,Divorced,1.0,0,0,Manager,
201048,34.0,Salaried,Male,Single,4.0,0,1,Manager,19759.0
201049,30.0,Salaried,Male,Divorced,1.0,0,0,Manager,20301.0
201050,,Small Business,Female,Single,2.0,0,1,Executive,18673.0
201051,44.0,Small Business,Female,Divorced,1.0,0,1,Manager,19768.0
201052,30.0,Large Business,Male,Married,2.0,0,0,Executive,16274.0
201053,57.0,Salaried,Male,Divorced,1.0,0,1,Manager,19900.0
201054,49.0,Salaried,Male,Married,4.0,0,0,Senior Manager,25466.0
201055,34.0,Small Business,Male,Married,1.0,0,1,AVP,32007.0
201056,28.0,Large Business,Male,Divorced,4.0,0,1,Executive,17909.0
201057,29.0,Large Business,Female,Single,6.0,0,0,Manager,20765.0
201058,34.0,Small Business,Female,Single,1.0,1,1,Manager,19599.0
201059,35.0,Salaried,Male,Divorced,2.0,0,1,Executive,17404.0
201060,24.0,Small Business,Male,Single,3.0,1,0,Executive,18172.0
201061,24.0,Salaried,Female,Divorced,2.0,0,0,Executive,17033.0
201062,44.0,Small Business,Male,Unmarried,6.0,1,0,Senior Manager,25209.0
201063,29.0,Salaried,Male,Married,2.0,0,1,Manager,23620.0
201064,30.0,Salaried,Male,Married,1.0,0,0,Executive,17064.0
201065,,Salaried,Male,Divorced,1.0,1,0,Manager,
201066,,Small Business,Female,Divorced,1.0,0,0,Executive,
201067,47.0,Small Business,Female,Divorced,4.0,1,1,Manager,19591.0
201068,28.0,Small Business,Male,Single,1.0,0,0,Executive,17561.0
201069,28.0,Salaried,Male,Married,2.0,0,0,Executive,16563.0
201070,28.0,Salaried,Male,Single,1.0,0,1,Manager,19898.0
201071,49.0,Small Business,Female,Divorced,5.0,0,1,Manager,19789.0
201072,29.0,Salaried,Female,Divorced,1.0,0,0,Executive,18180.0
201073,28.0,Salaried,Male,Divorced,2.0,0,1,Manager,21549.0
201074,33.0,Salaried,Male,Unmarried,3.0,1,0,Manager,21388.0
201075,32.0,Small Business,Male,Unmarried,3.0,0,0,Senior Manager,26244.0
201076,54.0,Small Business,Female,Married,4.0,0,1,AVP,31032.0
201077,29.0,Large Business,Male,Single,7.0,0,0,Executive,17362.0
201078,44.0,Salaried,Male,Divorced,4.0,0,1,AVP,31328.0
201079,39.0,Salaried,Female,Unmarried,5.0,0,0,Senior Manager,23376.0
201080,46.0,Salaried,Female,Divorced,1.0,0,1,AVP,31606.0
201081,35.0,Salaried,Fe Male,Unmarried,2.0,0,1,Senior Manager,23606.0
201082,23.0,Salaried,Male,Single,1.0,0,1,Manager,17272.0
201083,40.0,Salaried,Male,Single,4.0,0,1,Executive,17018.0
201084,34.0,Large Business,Male,Divorced,2.0,1,1,Senior Manager,22083.0
201085,,Salaried,Female,Single,2.0,0,1,Executive,
201086,50.0,Small Business,Male,Single,2.0,1,1,AVP,29411.0
201087,34.0,Large Business,Male,Married,1.0,1,0,Executive,17308.0
201088,42.0,Small Business,Male,Married,5.0,0,1,Executive,19841.0
201089,37.0,Small Business,Male,Married,2.0,0,0,Manager,
201090,29.0,Salaried,Female,Married,4.0,0,0,Manager,24715.0
201091,33.0,Salaried,Male,Single,2.0,0,0,Manager,
201092,45.0,Large Business,Male,Married,5.0,0,1,Executive,17132.0
201093,42.0,Salaried,Male,Married,3.0,1,1,Senior Manager,25124.0
201094,40.0,Small Business,Male,Married,1.0,0,1,Manager,20473.0
201095,33.0,Salaried,Male,Married,2.0,1,1,Manager,20207.0
201096,40.0,Small Business,Male,Single,2.0,1,1,AVP,31437.0
201097,24.0,Large Business,Male,Married,1.0,0,0,Executive,17296.0
201098,,Salaried,Male,Married,4.0,1,1,Manager,
201099,45.0,Large Business,Male,Married,2.0,0,1,Senior Manager,22441.0
201100,35.0,Salaried,Female,Married,1.0,0,1,Executive,17430.0
201101,32.0,Salaried,Female,Married,4.0,0,1,Manager,20878.0
201102,36.0,Salaried,Male,Single,4.0,1,0,Executive,17644.0
201103,48.0,Salaried,Female,Married,1.0,0,1,Manager,21439.0
201104,29.0,Salaried,Male,Married,7.0,0,1,Executive,17451.0
201105,33.0,Salaried,Male,Married,3.0,0,1,Manager,21392.0
201106,30.0,Salaried,Male,Married,2.0,0,1,Manager,24714.0
201107,38.0,Salaried,Male,Married,4.0,0,0,Manager,21077.0
201108,35.0,Small Business,Male,Single,2.0,0,0,Executive,17450.0
201109,30.0,Large Business,Male,Married,4.0,0,0,Senior Manager,24250.0
201110,35.0,Salaried,Female,Married,2.0,1,1,Executive,17074.0
201111,53.0,Large Business,Female,Married,1.0,0,1,Senior Manager,25169.0
201112,38.0,Small Business,Male,Married,5.0,0,0,Manager,19855.0
201113,,Large Business,Male,Married,5.0,0,1,Manager,
201114,48.0,Salaried,Female,Married,1.0,0,1,Executive,17367.0
201115,34.0,Small Business,Male,Single,2.0,0,0,Executive,17972.0
201116,55.0,Small Business,Male,Married,2.0,0,1,VP,34586.0
201117,34.0,Salaried,Male,Married,1.0,0,1,Manager,20484.0
201118,26.0,Salaried,Female,Married,2.0,0,1,Executive,17061.0
201119,38.0,Salaried,Male,Married,1.0,0,1,Manager,24924.0
201120,,Salaried,Female,Single,3.0,0,0,Manager,
201121,36.0,Salaried,Female,Unmarried,7.0,0,1,Manager,21815.0
201122,29.0,Small Business,Male,Single,2.0,1,0,Executive,19723.0
201123,35.0,Small Business,Female,Single,4.0,1,1,Manager,21142.0
201124,39.0,Small Business,Male,Married,3.0,0,1,Senior Manager,23237.0
201125,29.0,Salaried,Male,Married,2.0,0,0,Manager,23853.0
201126,50.0,Small Business,Male,Married,5.0,1,0,VP,34331.0
201127,23.0,Large Business,Male,Married,3.0,0,1,Executive,17073.0
201128,36.0,Salaried,Male,Married,4.0,1,1,Manager,20562.0
201129,42.0,Salaried,Male,Single,1.0,0,1,VP,34613.0
201130,,Salaried,Male,Married,2.0,0,1,Manager,18407.0
201131,34.0,Large Business,Male,Married,2.0,0,1,Manager,20063.0
201132,40.0,Salaried,Female,Married,2.0,0,0,Manager,19639.0
201133,43.0,Large Business,Male,Married,6.0,0,1,Executive,19876.0
201134,35.0,Salaried,Male,Married,2.0,0,1,Executive,17690.0
201135,46.0,Salaried,Male,Single,2.0,0,1,AVP,32567.0
201136,28.0,Small Business,Male,Married,2.0,1,0,Executive,17408.0
201137,22.0,Salaried,Female,Married,2.0,1,0,Executive,17814.0
201138,50.0,Small Business,Male,Married,3.0,1,1,AVP,26245.0
201139,32.0,Salaried,Female,Married,4.0,0,1,Executive,18312.0
201140,44.0,Small Business,Female,Married,1.0,1,1,VP,34049.0
201141,30.0,Small Business,Male,Married,2.0,0,0,Executive,17141.0
201142,45.0,Small Business,Female,Single,2.0,1,1,Manager,20769.0
201143,45.0,Small Business,Male,Married,2.0,0,0,Manager,
201144,31.0,Salaried,Male,Single,1.0,0,0,Manager,20332.0
201145,36.0,Salaried,Female,Married,1.0,1,0,Manager,19663.0
201146,34.0,Salaried,Male,Married,2.0,0,1,Manager,19724.0
201147,49.0,Salaried,Female,Married,2.0,0,0,Executive,18211.0
201148,39.0,Small Business,Male,Married,3.0,0,1,Manager,20377.0
201149,,Salaried,Male,Married,2.0,0,0,Executive,
201150,35.0,Salaried,Male,Married,2.0,0,0,Manager,20208.0
201151,28.0,Small Business,Female,Married,1.0,0,1,Manager,20208.0
201152,21.0,Small Business,Male,Single,2.0,0,1,Executive,18117.0
201153,18.0,Small Business,Female,Single,2.0,1,0,Executive,16569.0
201154,47.0,Salaried,Female,Married,4.0,0,1,VP,34658.0
201155,39.0,Small Business,Male,Married,1.0,0,0,Manager,18069.0
201156,40.0,Salaried,Female,Married,2.0,0,1,Senior Manager,25435.0
201157,,Salaried,Female,Married,2.0,0,1,Manager,
201158,37.0,Salaried,Male,Married,4.0,0,0,Manager,20768.0
201159,39.0,Small Business,Female,Single,1.0,0,1,Manager,20042.0
201160,45.0,Salaried,Female,Married,2.0,0,1,Manager,20770.0
201161,38.0,Small Business,Female,Married,4.0,1,1,Senior Manager,22756.0
201162,35.0,Small Business,Male,Married,1.0,0,1,Senior Manager,25306.0
201163,,Small Business,Female,Married,2.0,0,1,Executive,
201164,40.0,Salaried,Female,Unmarried,7.0,1,1,Senior Manager,22945.0
201165,44.0,Salaried,Male,Married,5.0,1,1,Manager,20743.0
201166,48.0,Small Business,Male,Married,3.0,0,1,AVP,30202.0
201167,35.0,Small Business,Male,Married,7.0,1,1,Manager,20440.0
201168,,Large Business,Female,Single,2.0,1,1,Executive,
201169,,Small Business,Female,Married,1.0,0,0,Executive,18517.0
201170,27.0,Small Business,Male,Single,3.0,0,0,Executive,17580.0
201171,40.0,Salaried,Male,Single,4.0,1,0,Executive,17166.0
201172,29.0,Small Business,Male,Single,1.0,0,1,Manager,20869.0
201173,36.0,Salaried,Female,Married,5.0,0,1,Senior Manager,23008.0
201174,25.0,Salaried,Male,Married,2.0,0,0,Manager,20206.0
201175,39.0,Small Business,Male,Married,5.0,0,1,Manager,20295.0
201176,49.0,Salaried,Female,Married,4.0,0,0,AVP,31413.0
201177,50.0,Salaried,Female,Married,6.0,0,1,Senior Manager,28269.0
201178,20.0,Small Business,Female,Single,2.0,0,0,Executive,17783.0
201179,34.0,Salaried,Female,Married,2.0,0,1,Manager,20433.0
201180,36.0,Salaried,Male,Single,3.0,0,0,Executive,17013.0
201181,49.0,Salaried,Female,Married,3.0,1,1,AVP,28966.0
201182,36.0,Small Business,Female,Married,1.0,0,1,Manager,
201183,36.0,Salaried,Male,Married,7.0,0,1,Manager,21842.0
201184,54.0,Small Business,Female,Married,4.0,0,1,AVP,32426.0
201185,43.0,Salaried,Male,Married,2.0,0,1,AVP,32603.0
201186,35.0,Salaried,Male,Single,4.0,1,1,Manager,19581.0
201187,38.0,Salaried,Male,Married,1.0,0,1,Manager,19735.0
201188,,Small Business,Male,Married,2.0,1,0,Manager,
201189,33.0,Small Business,Male,Married,2.0,0,1,Manager,20505.0
201190,32.0,Small Business,Male,Married,1.0,0,0,Manager,20470.0
201191,31.0,Salaried,Female,Married,2.0,0,0,Manager,20476.0
201192,49.0,Small Business,Female,Married,5.0,1,1,Executive,17587.0
201193,38.0,Small Business,Female,Single,2.0,0,1,Executive,17440.0
201194,47.0,Salaried,Female,Married,7.0,0,0,AVP,30972.0
201195,49.0,Salaried,Male,Single,5.0,0,1,AVP,30379.0
201196,41.0,Salaried,Male,Unmarried,4.0,1,0,Senior Manager,22082.0
201197,20.0,Salaried,Male,Single,2.0,0,0,Executive,17728.0
201198,33.0,Salaried,Female,Married,2.0,1,0,Manager,20368.0
201199,36.0,Salaried,Male,Married,7.0,0,1,Manager,20347.0
201200,44.0,Salaried,Female,Married,5.0,1,1,Executive,18195.0
201201,,Small Business,Male,Single,2.0,1,1,Executive,
201202,38.0,Small Business,Female,Married,1.0,0,0,Executive,18306.0
201203,53.0,Small Business,Male,Married,4.0,0,0,Senior Manager,22005.0
201204,48.0,Small Business,Female,Married,3.0,1,1,Executive,17655.0
201205,32.0,Salaried,Male,Single,2.0,0,1,Executive,16393.0
201206,26.0,Small Business,Male,Single,2.0,0,1,Executive,17570.0
201207,,Large Business,Male,Married,6.0,0,1,Executive,18537.0
201208,,Small Business,Male,Married,2.0,0,1,Manager,
201209,60.0,Small Business,Male,Married,4.0,0,0,Senior Manager,25883.0
201210,33.0,Small Business,Male,Married,2.0,0,1,Executive,17028.0
201211,37.0,Small Business,Male,Married,2.0,0,0,Manager,24525.0
201212,34.0,Salaried,Female,Married,2.0,0,1,Executive,17929.0
201213,23.0,Salaried,Male,Married,2.0,1,1,Executive,17275.0
201214,44.0,Salaried,Female,Married,2.0,1,1,Senior Manager,22879.0
201215,35.0,Small Business,Male,Single,1.0,1,1,Executive,19930.0
201216,43.0,Small Business,Male,Married,2.0,1,0,Manager,22847.0
201217,24.0,Small Business,Male,Married,2.0,0,0,Executive,
201218,41.0,Small Business,Male,Unmarried,2.0,0,1,Senior Manager,24241.0
201219,29.0,Small Business,Female,Married,1.0,0,1,Executive,17974.0
201220,36.0,Salaried,Female,Single,4.0,0,1,Manager,19502.0
201221,45.0,Salaried,Male,Married,4.0,0,1,Senior Manager,25748.0
201222,24.0,Salaried,Male,Married,2.0,0,0,Executive,16555.0
201223,47.0,Salaried,Male,Married,1.0,0,1,AVP,27936.0
201224,26.0,Small Business,Male,Married,2.0,0,0,Executive,17305.0
201225,45.0,Large Business,Female,Single,2.0,0,1,AVP,31704.0
201226,,Salaried,Male,Married,7.0,0,0,Executive,18433.0
201227,,Salaried,Male,Married,2.0,0,0,Executive,18477.0
201228,41.0,Salaried,Male,Married,7.0,0,0,Manager,21430.0
201229,40.0,Salaried,Female,Married,3.0,1,0,Manager,21516.0
201230,,Small Business,Male,Married,2.0,0,1,Executive,
201231,46.0,Salaried,Male,Single,7.0,0,1,Manager,20562.0
201232,35.0,Salaried,Male,Married,3.0,0,0,Manager,21883.0
201233,30.0,Salaried,Male,Married,2.0,0,0,Executive,17862.0
201234,47.0,Small Business,Male,Married,1.0,0,0,Manager,19978.0
201235,46.0,Salaried,Male,Married,5.0,1,0,Senior Manager,25368.0
201236,36.0,Small Business,Male,Married,6.0,1,1,Manager,21134.0
201237,32.0,Salaried,Male,Unmarried,7.0,0,0,Manager,21735.0
201238,23.0,Small Business,Female,Single,2.0,0,1,Executive,18295.0
201239,31.0,Large Business,Female,Single,3.0,0,1,Manager,20238.0
201240,39.0,Salaried,Male,Married,2.0,1,1,Manager,21472.0
201241,32.0,Salaried,Male,Married,4.0,0,1,Senior Manager,24610.0
201242,40.0,Small Business,Male,Single,2.0,0,1,VP,34833.0
201243,45.0,Salaried,Female,Married,5.0,0,1,Senior Manager,24756.0
201244,30.0,Large Business,Female,Single,1.0,0,0,Executive,19968.0
201245,24.0,Small Business,Male,Married,1.0,0,1,Executive,17145.0
201246,30.0,Salaried,Female,Married,7.0,0,1,Executive,17180.0
201247,31.0,Large Business,Male,Married,2.0,0,0,Manager,23346.0
201248,,Small Business,Female,Single,2.0,0,1,Executive,18445.0
201249,29.0,Small Business,Female,Single,2.0,0,1,Executive,17760.0
201250,29.0,Salaried,Male,Unmarried,1.0,1,0,Manager,21294.0
201251,30.0,Small Business,Male,Married,3.0,0,0,Senior Manager,22140.0
201252,34.0,Small Business,Male,Married,1.0,1,0,Executive,17932.0
201253,33.0,Small Business,Female,Single,1.0,0,0,Manager,20147.0
201254,49.0,Small Business,Female,Single,4.0,0,0,Manager,19507.0
201255,33.0,Salaried,Fe Male,Unmarried,3.0,1,0,Senior Manager,23564.0
201256,38.0,Small Business,Female,Married,5.0,0,0,Executive,17468.0
201257,31.0,Small Business,Male,Married,3.0,0,1,Senior Manager,23161.0
201258,29.0,Large Business,Female,Married,2.0,0,0,Executive,17109.0
201259,30.0,Salaried,Male,Married,4.0,0,1,Manager,20294.0
201260,32.0,Large Business,Male,Single,3.0,0,1,Executive,17718.0
201261,38.0,Small Business,Male,Married,4.0,1,0,Manager,20811.0
201262,43.0,Large Business,Male,Married,1.0,1,1,Executive,17437.0
201263,42.0,Small Business,Male,Married,1.0,0,1,Executive,17766.0
201264,55.0,Small Business,Male,Married,1.0,0,0,VP,34038.0
201265,33.0,Large Business,Male,Married,6.0,0,0,Manager,18055.0
201266,41.0,Salaried,Male,Married,2.0,0,1,Executive,17289.0
201267,,Salaried,Male,Married,2.0,1,1,Manager,
201268,53.0,Small Business,Female,Married,5.0,1,0,AVP,27965.0
201269,,Salaried,Male,Single,1.0,0,0,Executive,18539.0
201270,34.0,Salaried,Female,Single,6.0,0,1,Manager,21029.0
201271,21.0,Small Business,Male,Single,2.0,0,1,Executive,17679.0
201272,,Salaried,Female,Married,2.0,0,0,Executive,18702.0
201273,22.0,Small Business,Female,Married,2.0,1,0,Executive,17398.0
201274,31.0,Small Business,Female,Married,2.0,0,1,Manager,20468.0
201275,51.0,Large Business,Female,Married,3.0,0,1,Senior Manager,28116.0
201276,,Small Business,Male,Married,2.0,0,0,Manager,
201277,46.0,Small Business,Male,Married,1.0,1,1,VP,34328.0
201278,36.0,Salaried,Male,Married,1.0,1,1,Senior Manager,23321.0
201279,44.0,Small Business,Male,Married,2.0,1,1,Executive,17342.0
201280,,Salaried,Male,Married,3.0,0,1,Manager,
201281,35.0,Salaried,Male,Single,2.0,1,0,Manager,20813.0
201282,33.0,Salaried,Male,Married,7.0,0,1,Executive,18143.0
201283,28.0,Salaried,Male,Married,2.0,0,0,Executive,17044.0
201284,39.0,Small Business,Male,Unmarried,1.0,0,1,Senior Manager,28464.0
201285,46.0,Salaried,Male,Unmarried,1.0,0,1,Manager,22991.0
201286,,Salaried,Female,Married,5.0,0,1,Executive,18377.0
201287,42.0,Small Business,Male,Married,6.0,0,1,Manager,20538.0
201288,35.0,Small Business,Male,Married,3.0,0,0,Manager,20762.0
201289,38.0,Salaried,Male,Married,6.0,0,1,Executive,17592.0
201290,34.0,Salaried,Male,Married,5.0,0,0,Manager,20346.0
201291,,Small Business,Male,Single,2.0,0,0,Manager,
201292,,Salaried,Male,Married,3.0,0,1,Manager,
201293,43.0,Salaried,Male,Single,5.0,0,0,Executive,17438.0
201294,41.0,Salaried,Male,Unmarried,4.0,0,1,Manager,21870.0
201295,41.0,Small Business,Female,Married,1.0,1,0,Senior Manager,25447.0
201296,30.0,Small Business,Fe Male,Unmarried,1.0,0,0,Senior Manager,24667.0
201297,26.0,Small Business,Female,Married,1.0,1,0,Executive,17148.0
201298,46.0,Small Business,Female,Married,5.0,0,1,Manager,23926.0
201299,40.0,Salaried,Female,Married,5.0,0,0,Manager,21513.0
201300,34.0,Large Business,Male,Married,2.0,0,0,Manager,21799.0
201301,58.0,Small Business,Male,Married,5.0,0,1,AVP,17705.0
201302,35.0,Small Business,Male,Married,1.0,0,1,Executive,17705.0
201303,47.0,Salaried,Female,Married,1.0,1,1,Senior Manager,25333.0
201304,40.0,Salaried,Female,Married,3.0,0,1,Manager,
201305,54.0,Small Business,Female,Married,5.0,0,1,Manager,21854.0
201306,31.0,Small Business,Female,Married,3.0,0,1,Senior Manager,24637.0
201307,,Small Business,Female,Married,2.0,0,1,Executive,18591.0
201308,38.0,Small Business,Female,Married,3.0,1,0,Manager,20405.0
201309,26.0,Small Business,Male,Single,2.0,0,0,Manager,19684.0
201310,58.0,Salaried,Male,Married,3.0,1,1,AVP,30787.0
201311,18.0,Small Business,Female,Single,2.0,0,1,Executive,16514.0
201312,31.0,Salaried,Male,Married,1.0,0,1,Executive,17956.0
201313,29.0,Salaried,Male,Married,5.0,1,1,Executive,17335.0
201314,45.0,Salaried,Female,Married,5.0,0,1,Manager,20154.0
201315,36.0,Salaried,Female,Married,5.0,1,0,Manager,21962.0
201316,43.0,Salaried,Male,Married,2.0,0,1,Manager,20675.0
201317,27.0,Salaried,Female,Single,1.0,1,1,Executive,17379.0
201318,,Small Business,Male,Married,2.0,0,1,Executive,
201319,32.0,Small Business,Male,Single,1.0,0,1,Manager,19648.0
201320,42.0,Large Business,Male,Married,4.0,0,1,Executive,17936.0
201321,47.0,Salaried,Female,Single,5.0,0,1,Executive,17105.0
201322,46.0,Salaried,Male,Married,4.0,0,1,Senior Manager,23578.0
201323,28.0,Salaried,Male,Married,2.0,0,0,Executive,17706.0
201324,29.0,Salaried,Male,Married,1.0,0,1,Manager,21384.0
201325,,Salaried,Male,Single,5.0,0,1,Executive,
201326,32.0,Small Business,Male,Unmarried,1.0,1,1,Manager,24907.0
201327,46.0,Large Business,Female,Married,3.0,0,1,AVP,28225.0
201328,,Small Business,Female,Married,2.0,0,1,Manager,18540.0
201329,29.0,Small Business,Male,Married,2.0,0,1,Executive,17804.0
201330,43.0,Small Business,Female,Married,1.0,0,1,VP,34392.0
201331,48.0,Salaried,Male,Married,5.0,0,1,VP,34665.0
201332,29.0,Salaried,Male,Single,2.0,1,1,Executive,17439.0
201333,46.0,Salaried,Female,Married,6.0,0,0,Senior Manager,22314.0
201334,27.0,Salaried,Female,Married,1.0,0,1,Executive,19774.0
201335,,Salaried,Male,Married,1.0,0,1,Manager,
201336,55.0,Large Business,Male,Married,1.0,0,0,Executive,17662.0
201337,28.0,Small Business,Female,Married,2.0,0,1,Executive,17856.0
201338,30.0,Small Business,Male,Single,2.0,0,0,Executive,16081.0
201339,22.0,Salaried,Male,Single,2.0,1,1,Executive,17472.0
201340,36.0,Large Business,Female,Married,2.0,1,1,Manager,20673.0
201341,,Salaried,Male,Married,2.0,0,0,Manager,
201342,34.0,Salaried,Male,Married,3.0,1,0,Senior Manager,24713.0
201343,29.0,Salaried,Male,Single,4.0,0,0,Executive,17062.0
201344,37.0,Small Business,Male,Married,6.0,1,0,Manager,
201345,35.0,Salaried,Female,Married,1.0,1,1,Manager,19788.0
201346,45.0,Salaried,Female,Married,1.0,0,0,Manager,20906.0
201347,,Salaried,Male,Single,2.0,0,1,Manager,
201348,40.0,Salaried,Male,Married,3.0,0,1,AVP,31823.0
201349,26.0,Salaried,Female,Married,2.0,1,0,Executive,17933.0
201350,27.0,Small Business,Female,Unmarried,1.0,0,0,Manager,21500.0
201351,48.0,Small Business,Female,Married,4.0,0,0,AVP,32174.0
201352,44.0,Salaried,Male,Married,3.0,0,1,Manager,20033.0
